title;Dish;Rating;Description;Price
Mashup Cafe & Bar;Nargisi Kofta Badami;;Delicate cottage cheese and potato koftas served along with two gravies of tomato and spinach in same bowl, topped with grated paneer & almond flakes;₹475
Mashup Cafe & Bar;Bhuna Murgh Hari Mirch.;;Boneless chicken cooked in onion gravy with green chilli, garlic, spring onion and coriander;₹555
Mashup Cafe & Bar;Mughlai Matki Chicken;;A gem from the kitchen of nawabs, chicken cooked in clay pot along with onion & tomato based gravy with addition of subtle spices, served in a matki with boiled egg;₹545
Mashup Cafe & Bar;Home Style Chicken Curry;;A sunday style chicken/ mutton curry served on your table in a cooker with a whistle;₹595
Mashup Cafe & Bar;Home Style Mutton Curry;;A sunday style chicken/ mutton curry served on your table in a cooker with a whistle;₹675
Mashup Cafe & Bar;Mutton Salli Boti.;;Mutton cooked in parsi style, topped with crispy potato juliennes, garnished with micro greens;₹675
Mashup Cafe & Bar;Rajasthani Laal Maas.;;Mutton chunks cooked in a onion based gravy along with rajasthani mathania chilli paste with north indian spices;₹695
Mashup Cafe & Bar;Fish Moilee;;Fish seared in pan the simmered in a creamy coconut curry with coastal flavour, tamarind, tomato, green chilli;₹695
Mashup Cafe & Bar;Murgh Hyderabadi Dum Biryani;;Chicken marinated with hung curd, spices, brown onions, herbs cooked with flavorful basmati rice over dumb then smoked and served with burani raita;₹545
Mashup Cafe & Bar;Gosht Hyderabadi Dum Biryani;;Chicken marinated with hung curd, spices, brown onions, herbs cooked with flavorful basmati rice over dumb then smoked and served with burani raita;₹645
Mashup Cafe & Bar;Murgh Doodhi Pulao (Boneless);;A mild yet very flavorful pulao cooked with creamy chicken and milk, topped with brown onion and cashews, served with burani raita;₹565
Mashup Cafe & Bar;Mutton Keema Boti Biryani;;Mutton chunks and keema marinated with hung curd, spices, brown onions, herbs cooked with flavorful basmati rice over dum then smoked and served with burani raita;₹645
Mashup Cafe & Bar;Jackfruit Biryani;;Jackfruit / mixed vegetable marinated with hung curd, spices, brown onions, herbs cooked with flavorful basmati rice over dumb then smoked and served with burani raita;₹515
Mashup Cafe & Bar;Veg Dum Biryani;;Jackfruit / mixed vegetable marinated with hung curd, spices, brown onions, herbs cooked with flavorful basmati rice over dumb then smoked and served with burani raita;₹495
Mashup Cafe & Bar;Steamed Rice;;Aged basmati rice cooked till perfection to accompany any curry or gravy;₹305
Mashup Cafe & Bar;Jeera Rice;;Steamed rice tempered with ghee and cumin seeds, garnished with coriander;₹325
Mashup Cafe & Bar;Corn & Pea Pulao;;Steamed rice tossed in a pan with sweet corn and green peas;₹345
Mashup Cafe & Bar;Butter Khichdi;;A blend of rice and lentils cooked to a smooth consistency, then tempered with cumin, chilli, ghee and indian masala;₹345
Mashup Cafe & Bar;Corn N Spring Onion Khichdi;;A blend of rice and lentils cooked to a smooth consistency, then tempered with cumin, chilli, ghee, topped with crispy corn bites and spring onion;₹365
Mashup Cafe & Bar;Lachha Paratha;;;₹85
Mashup Cafe & Bar;Naan;;;₹95
Mashup Cafe & Bar;Raita;;;₹275
Mashup Cafe & Bar;Papad;;;₹125
Mashup Cafe & Bar;Warqi Paratha;;;₹75
Mashup Cafe & Bar;Tandoori Roti;;;₹75
Mashup Cafe & Bar;Stuffed Kulcha;;;₹145
Mashup Cafe & Bar;Stuffed Paratha;;;₹145
Mashup Cafe & Bar;Bread Basket;;(Zaatar naan, sundried tomato roti, kashmiri kulcha, ulta tawa paratha, warqi paratha);₹375
Mashup Cafe & Bar;Flaming Gulkand Red Velvet Lava Cake With Paan Ice Cream.;;;₹395
Mashup Cafe & Bar;Mille Feuille;;;₹395
Mashup Cafe & Bar;Darsaan Crisps;;;₹345
Barista Coffee;Iced Tiramisu latte;;Perfect Combination of tiramisu coffee jelly with cold sweet cream and Ice. [Regular (210 kcal) / Small (185 kcal)];₹255
Barista Coffee;Vanilla Mist latte;;Misti Ice-cold beverages with fresh-brewed coffee and vanilla. [Regular (159 kcal) / Small (135 kcal)];₹255
Barista Coffee;Peanut Butter Frappe;;Peanut caramel blended with ice cream and a crunch of peanuts to give the protein power. [Regular (518 kcal ) / Small (427 kcal )];₹305
Barista Coffee;Chocolate Classic Milkshake;;Classic shake with a combination of milk, ice cream, & thick chocolate sauce. [Regular (282 kcal) / Small (225 kcal)];₹230
Barista Coffee;Vanilla Classic Milkshake;;Classic shake with a combination of milk, ice cream, and vanilla. [Regular (228 kcal) / Small (189 kcal)];₹230
Barista Coffee;Hibiscus Mint Ice Tea;;Very refreshing Natural Hibiscus and mint extract with tea. [Regular (142 kcal) / Small (84 kcal)];₹230
Barista Coffee;Lemon Iced Tea (No Added Sugar);;Healthy no added sugar with Real juice of lemon and real sweetness from apple iced tea. [Regular (82 kcal) / Small (47 kcal)];₹230
Barista Coffee;Orange Zest Latte;;Zest orange combination with a hot, creamy latte. [Regular (138 kcal) / Small (110 kcal)];₹205
Barista Coffee;Coffee Bubble Tea;;Coffee flavor-popping boba with cold iced coffee. [Regular (329 kcal) / Small (264 kcal)];₹275
Barista Coffee;Orange Zest Frappe;;Zesty orange frappe with a combination of coffee and ice cream. [Regular (429 kcal)  / Small (329 kcal)];₹295
Barista Coffee;Alphonso Thick Shake;;Mango flavored good thick ice cream blended alphonso shake prepared with milk and ice cream and top up with whipped cream. Regular [425 ml] - 552.5 kcal / Small [315 ml] - 425.3 kcal. Allergen - Contains Milk An average active adult requires 2000 kcal energy per day, however, calorie needs may vary.;₹255
Barista Coffee;Brrrista Blast Cold Coffee;;Premium Cold Coffee prepared with Flavors of Irish, Chocolate, milk and ice cream. Regular [425 ml] - 550.27 kcal / Small [315 ml] - 431.97 kcal. Allergen - Contains Milk An average active adult requires 2000 kcal energy per day, however, calorie needs may vary.;₹345
Barista Coffee;Brrrista Frappe Cold Coffee;;Our Signature Cold Coffee prepared with milk and ice cream. Regular [425 ml] - 329 kcal / Small [315 ml] - 250.4 kcal. Allergen - Contains Milk An average active adult requires 2000 kcal energy per day, however, calorie needs may vary.;₹285
Barista Coffee;Hazelnut Frappuccino;;Cold Coffee prepared with milk , Hazelnut Flavor , ice cream and top up with whipped cream (76 Kcal). Small [315 ml] - 250.4 kcal. Allergen - Contains Milk An average active adult requires 2000 kcal energy per day, however, calorie needs may vary.;₹380
Barista Coffee;Irish Frappuccino;;Cold Coffee prepared with milk , Irish Flavor , ice cream and top up with whipped cream (76 Kcal). Small [315 ml] - 250.4 kcal. Allergen - Contains Milk An average active adult requires 2000 kcal energy per day, however, calorie needs may vary.;₹380
Barista Coffee;Caramel Frappuccino;;Cold Coffee prepared with milk , Caramel Flavor , ice cream and top up with whipped cream (76 Kcal). Small [315 ml] - 250.4 kcal. Allergen - Contains Milk An average active adult requires 2000 kcal energy per day, however, calorie needs may vary.;₹380
Barista Coffee;Vanilla Frappuccino;;A Vanilla Flavored Cold Coffee prepared with milk , ice cream and top up with whipped cream (76 Kcal). Regular [425 ml] - 439.2 kcal / Small [315 ml] - 327.8 kcal. Allergen - Contains Milk An average active adult requires 2000 kcal energy per day, however, calorie needs may vary.;₹380
Barista Coffee;Brownie Frappe;;Premium frappe prepared by blending brownie with milk and ice cream. Regular [425 ml] - 593.2 kcal / Small [315 ml] - 514.6 kcal. Allergen - Contains Milk, Gluten & Nuts. An average active adult requires 2000 kcal energy per day, however, calorie needs may vary.;₹370
Barista Coffee;Vanilla Frappe;;;₹315
Barista Coffee;Classic Cold Coffee;;Cold Coffee prepared with milk and ice cream. Small [315 ml] - 250.4 kcal. Allergen - Contains Milk An average active adult requires 2000 kcal energy per day, however, calorie needs may vary.;₹150
Barista Coffee;Caramel Cold Coffee;;Cold Coffee prepared with milk , Caramel Flavor and ice cream. Small [315 ml] - 250.4 kcal. Allergen - Contains Milk An average active adult requires 2000 kcal energy per day, however, calorie needs may vary.;₹150
Barista Coffee;Irish Cold Coffee;;Cold Coffee prepared with milk , Irish Flavor and ice cream. Small [315 ml] - 250.4 kcal. Allergen - Contains Milk An average active adult requires 2000 kcal energy per day, however, calorie needs may vary.;₹180
Barista Coffee;Hazelnut Cold Coffee;;Cold Coffee prepared with milk , Hazelnut Flavor and ice cream. Small [315 ml] - 250.4 kcal. Allergen - Contains Milk An average active adult requires 2000 kcal energy per day, however, calorie needs may vary.;₹150
Barista Coffee;Hazelnut Mocha Cold Coffee;;;₹315
Barista Coffee;Ice Americano;;A rich shot of espresso topped up with chilled water. Kcal -0. An average active adult requires 2000 kcal energy per day, however, calorie needs may vary.;₹150
Barista Coffee;Caramel Latte;;;₹230
Barista Coffee;Hazelnut Latte;;;₹230
Barista Coffee;Vanilla Latte;;;₹270
Barista Coffee;Irish Latte;;;₹270
Barista Coffee;Irish Frappe;;;₹340
Barista Coffee;Hazelnut Frappe;;;₹340
Barista Coffee;Cappuccino;4.57;Rich shot of espresso lies in wait under a smoothed and stretched layer of thick foam.Hot - Large [300ml] - 129.8 kcal / Regular [250 ml] - 88.5 kcal  Allergen - Contains Milk An average active adult requires 2000 kcal energy per day, however, calorie needs may vary.;₹215
Barista Coffee;Cafe Americano;;An Authentic full bodied rich shot of espresso with hot water.Hot - Large [300ml] - 0 kcal / Regular [250 ml] - 0 kcal.  An average active adult requires 2000 kcal energy per day, however, calorie needs may vary.;₹200
Barista Coffee;Cafe Mocha;;A rich shot of espresso with Chocolate Sauce and steamed milk.  Hot - Large [300ml] - 289.25 kcal / Regular [250ml] - 242.05 kcal. Allergen - Contains Milk An average active adult requires 2000 kcal energy per day, however, calorie needs may vary.;₹250
Barista Coffee;Cafe Latte;4.74;Rich shot of espresso balanced with steamed milk and light layer of foam. Hot - Large [300ml] - 147.5 kcal / Regular [250 ml] - 100.3 kcal.  Allergen - Contains Milk An average active adult requires 2000 kcal energy per day, however, calorie needs may vary.;₹230
Barista Coffee;Flat White;;Steamed milk poured over coffee shot of espresso. Hot - Large [300ml] - 165.2 kcal / Regular [250 ml] - 106.2 kcal.  Allergen - Contains Milk An average active adult requires 2000 kcal energy per day, however, calorie needs may vary.;₹245
Barista Coffee;Coffee Pot With Milk;;100% Arabica Beans Coffee infused with milk;₹190
Barista Coffee;Coffee Pot Without Milk;;100% Arabica Beans Coffee served black;₹190
Barista Coffee;Americano;;An Authentic full bodied rich shot of espresso with hot water.Hot - Large [300ml] - 0 kcal / Regular [250 ml] - 0 kcal.  An average active adult requires 2000 kcal energy per day, however, calorie needs may vary.;₹170
Barista Coffee;Iced Americano;;A rich shot of espresso topped up with chilled water. Kcal -0. An average active adult requires 2000 kcal energy per day, however, calorie needs may vary.;₹165
Barista Coffee;Lemon Iced Tea;;Lemon flavored iced tea prepared with ice for a refreshingly vibrant flavor. Regular [425 ml] - 173.1 kcal / Small [315 ml] - 104.3 kcal.  An average active adult requires 2000 kcal energy per day, however, calorie needs may vary.;₹185
Barista Coffee;Vegetariano Puff;;Serves 1 | Crispy puff filled with spicy potato filling for a quick light bite. Served hot. Contains 260 kcal [100 gm]. Allergen contains gluten & milk. An average active adult requires 2000 kcal energy per day, however, calorie needs may vary.;₹135
Barista Coffee;Three Pepper Cheese Toastie;;Serves 1 | A perfect companion , bread loaf smeared with garlic butter and cheese, topped with red, yellow and green bell peppers and toasted to perfection . Contains 264 kcal [120 gm]. Allergen contains gluten, nuts & milk solids. An average active adult requires 2000 kcal energy per day, however, calorie needs may vary.;₹125
Barista Coffee;Chicken Puff;;Serves 1 | Crispy puff filled with juicy chicken filling for a quick light bite. served hot. Contains 183.68 kcal [100 gm]. Allergen contains gluten & milk. An average active adult requires 2000 kcal energy per day, however, calorie needs may vary.;₹135
Barista Coffee;Paneer Tikka In A Curry Bread;;Perfectly grilled sandwich, filled with paneer tikka filling with mouth watering indian flavors. Contains 301 kcal [140 gm]. Allergen contains gluten & milk solids. An average active adult requires 2000 kcal energy per day, however, calorie needs may vary.;₹220
Barista Coffee;Smoked Chicken Sandwich;;Kcal-490.6, Allergen-Gluten. An average active adult requires 2000 kcal energy per day, however, calorie needs may vary.;₹290
Barista Coffee;Chicken Tikka In A Curry Bread;;Perfectly Grilled Sandwich, Filled With Chicken Tikka Filling With mouth watering Indian Flavors. Contains 275.8 Kcal [140 gm]. Allergen Contains Gluten. An average active adult requires 2000 kcal energy per day, however, calorie needs may vary.;₹220
Barista Coffee;Marble Cake;;Serves 1 | Spongy marble cake folded with perfection to give a marble look prepared with the mixed flavor of vanilla and chocolate and baked to perfection. Contains 359 kcal [100 gm]. Allergen contains gluten & milk solids. An average active adult requires 2000 kcal energy per day, however, calorie needs may vary.;₹135
Barista Coffee;Red Velvet Cake Slice;;Beetroot & cheese flavour cake layers filled with cream cheese frosting;₹185
Barista Coffee;Blueberry Muffin;;A rich muffin with a blueberry fruit filling center. Contains 357 Kcal [120 gm]. Allergen Contains Gluten & Milk Solids. An average active adult requires 2000 kcal energy per day, however, calorie needs may vary.;₹190
Barista Coffee;Choco Chip Muffin;;Serves 1 | A rich chocolate muffin topped with Choco chips. Contains 380 Kcal [120 gm]. Allergen Contains Gluten & Milk Solids. An average active adult requires 2000 kcal energy per day, however, calorie needs may vary.;₹190
Barista Coffee;Indulgent Almond Muffin;;Serves 1 | A rich Muffin Topped with Crunchy Almond Flakes, And Baked to Perfection. Contains 381 Kcal [120 gm]. An average active adult requires 2000 kcal energy per day, however, calorie needs may vary;₹190
Barista Coffee;Iced Cafe Mocha;;Chocolate flavored Coffee prepared with milk and ice. Regular [425 ml] - 288.1 kcal / Small [315 ml] - 173.55 kcal. Allergen - Contains Milk An average active adult requires 2000 kcal energy per day, however, calorie needs may vary.Chocolate flavored Coffee prepared with milk and ice. Regular [425 ml] - 288.1 kcal / Small [315 ml] - 173.55 kcal. Allergen - Contains Milk An average active adult requires 2000 kcal energy per day, however, calorie needs may vary.;₹240
Barista Coffee;Iced Latte;;A light coffee prepared with milk. Regular [425 ml] - 118 kcal / Small [315 ml] - 88.5 kcal. Allergen - Contains Milk An average active adult requires 2000 kcal energy per day, however, calorie needs may vary.;₹195
Barista Coffee;Chocolate Smoothie;;Chocolate flavored Smoothie prepared with milk and ice cream. Regular [425 ml] - 341.4 kcal / Small [315 ml] - 228.55 kcal. Allergen - Contains Milk An average active adult requires 2000 kcal energy per day, however, calorie needs may vary.;₹255
Barista Coffee;Irish Cappuccino;;Rich shot of espresso topped up with Irish flavour lies in wait under a smoothed and stretched layer of thick foam.Hot - Large [300ml] - 129.8 kcal / Regular [250 ml] - 88.5 kcal  Allergen - Contains Milk An average active adult requires 2000 kcal energy per day, however, calorie needs may vary.;₹230
Barista Coffee;Cappuccino + Almond Muffin;;Serves 1 | A super saver meal combo with an offering of cappuccino and our signature almond muffin at best price.;₹299
Barista Coffee;Chocolate Tiramisu;;Chocolate Tiramisu flavored Smoothie prepared with milk and ice cream. Regular [425 ml] - 489.8 kcal / Small [315 ml] - 357.6 kcal. Allergen - Contains Milk An average active adult requires 2000 kcal energy per day, however, calorie needs may vary.;₹255
Barista Coffee;Rose Faluda;;Rose Faluda flavored Smoothie prepared with milk and ice cream. Regular [425 ml] - 469 kcal / Small [315 ml] - 350.4 kcal. Allergen - Contains Milk An average active adult requires 2000 kcal energy per day, however, calorie needs may vary.;₹235
Barista Coffee;Chicken Roganjosh Wrap;;A Tantalizing Blend of Tender Chicken Cooked In Aromatic Roganjosh Gravy, Enveloped In a Wrap With Vibrant Flavors and Textures, Presenting The Chicken Roganjosh Wrap (Kcal - 442, Allergen - Gluten);₹270
Barista Coffee;Paneer Paprika Wrap;;A Flavorful Fusion of Cottage Cheese Marinated In Paprika Spices, Wrapped In a Soft Tortilla With Fresh Veggies, Creating a Delectable Paneer Paprika Wrap. (Kcal - 438, Allergen - Dairy, Gluten);₹240
Fashiontv Cafe;Basil Chilli Garlic Prawns;;Served with crunchy side saled and home made garlic bread.;₹580
